Dice Combination,Tag A,Tag B,Tag C,Tag D,Total Base,Final Score,Final Multiplier
"3-3-4-4-5-6-6-8","對子","四連順","三對子","無",39.00,438.75,11.25
"3-3-4-4-5-6-7-7","對子","五連順","三對子","中庸之道",39.00,1228.50,31.50
"3-3-4-4-5-6-7-8","對子","三龍會","雙對子","無",40.00,1440.00,36.00
"3-3-4-4-5-6-8-8","對子","四連順","三對子","無",41.00,461.25,11.25
"3-3-4-4-5-7-7-7","三同","三連順","順碰交響曲","中庸之道",40.00,1600.00,40.00
"3-3-4-4-5-7-7-8","對子","三連順","三對子","無",41.00,369.00,9.00
"3-3-4-4-5-7-8-8","對子","三連順","三對子","無",42.00,378.00,9.00
"3-3-4-4-5-8-8-8","三同","三連順","順碰交響曲","無",43.00,860.00,20.00
"3-3-4-4-6-6-6-6","四同","無","豪華四對子","中庸之道",38.00,5130.00,135.00
"3-3-4-4-6-6-6-7","三同","無","小葫蘆","中庸之道",39.00,682.50,17.50
"3-3-4-4-6-6-6-8","三同","無","小葫蘆","無",40.00,350.00,8.75
"3-3-4-4-6-6-7-7","對子","無","經典四對子","中庸之道",40.00,1200.00,30.00
"3-3-4-4-6-6-7-8","對子","三連順","三對子","無",41.00,369.00,9.00
"3-3-4-4-6-6-8-8","對子","無","經典四對子","無",42.00,630.00,15.00
"3-3-4-4-6-7-7-7","三同","無","小葫蘆","中庸之道",41.00,717.50,17.50
"3-3-4-4-6-7-7-8","對子","三連順","三對子","無",42.00,378.00,9.00
"3-3-4-4-6-7-8-8","對子","三連順","三對子","無",43.00,387.00,9.00
"3-3-4-4-6-8-8-8","三同","無","小葫蘆","無",44.00,385.00,8.75
"3-3-4-4-7-7-7-7","四同","無","豪華四對子","中庸之道",42.00,5670.00,135.00
"3-3-4-4-7-7-7-8","三同","無","小葫蘆","無",43.00,376.25,8.75
"3-3-4-4-7-7-8-8","對子","無","經典四對子","無",44.00,660.00,15.00
"3-3-4-4-7-8-8-8","三同","無","小葫蘆","無",45.00,393.75,8.75
"3-3-4-4-8-8-8-8","四同","無","豪華四對子","無",46.00,3105.00,67.50
"3-3-4-5-5-5-5-5","五同","三連順","順碰交響曲","中庸之道",35.00,3360.00,96.00
"3-3-4-5-5-5-5-6","四同","四連順","順碰交響曲","中庸之道",36.00,3240.00,90.00
"3-3-4-5-5-5-5-7","四同","三連順","順碰交響曲","中庸之道",37.00,2664.00,72.00
"3-3-4-5-5-5-5-8","四同","三連順","順碰交響曲","無",38.00,1368.00,36.00
"3-3-4-5-5-5-6-6","三同","四連順","小葫蘆","中庸之道",37.00,1618.75,43.75
"3-3-4-5-5-5-6-7","三同","五連順","小葫蘆","中庸之道",38.00,2327.50,61.25
"3-3-4-5-5-5-6-8","三同","四連順","小葫蘆","無",39.00,853.13,21.88
"3-3-4-5-5-5-7-7","三同","三連順","小葫蘆","中庸之道",39.00,1365.00,35.00
"3-3-4-5-5-5-7-8","三同","三連順","小葫蘆","無",40.00,700.00,17.50
"3-3-4-5-5-5-8-8","三同","三連順","小葫蘆","無",41.00,717.50,17.50
"3-3-4-5-5-6-6-6","三同","四連順","順碰交響曲","中庸之道",38.00,1900.00,50.00
"3-3-4-5-5-6-6-7","對子","五連順","平胡","中庸之道",39.00,2457.00,63.00
"3-3-4-5-5-6-6-8","對子","四連順","三對子","無",40.00,450.00,11.25
"3-3-4-5-5-6-7-7","對子","五連順","三對子","中庸之道",40.00,1260.00,31.50
"3-3-4-5-5-6-7-8","對子","六連順","雙對子","無",41.00,738.00,18.00
"3-3-4-5-5-6-8-8","對子","四連順","三對子","無",42.00,472.50,11.25
"3-3-4-5-5-7-7-7","三同","三連順","順碰交響曲","中庸之道",41.00,1640.00,40.00
"3-3-4-5-5-7-7-8","對子","三連順","三對子","無",42.00,378.00,9.00
"3-3-4-5-5-7-8-8","對子","三連順","三對子","無",43.00,387.00,9.00
"3-3-4-5-5-8-8-8","三同","三連順","順碰交響曲","無",44.00,880.00,20.00
"3-3-4-5-6-6-6-6","四同","四連順","順碰交響曲","中庸之道",39.00,3510.00,90.00
"3-3-4-5-6-6-6-7","三同","五連順","順碰交響曲","中庸之道",40.00,2800.00,70.00
"3-3-4-5-6-6-6-8","三同","四連順","順碰交響曲","無",41.00,1025.00,25.00
"3-3-4-5-6-6-7-7","對子","五連順","三對子","中庸之道",41.00,1291.50,31.50
"3-3-4-5-6-6-7-8","對子","六連順","平胡","無",42.00,2268.00,54.00
"3-3-4-5-6-6-8-8","對子","四連順","三對子","無",43.00,483.75,11.25
"3-3-4-5-6-7-7-7","三同","五連順","順碰交響曲","中庸之道",42.00,2940.00,70.00
"3-3-4-5-6-7-7-8","對子","六連順","雙對子","無",43.00,774.00,18.00
"3-3-4-5-6-7-8-8","對子","六連順","雙對子","無",44.00,792.00,18.00
"3-3-4-5-6-8-8-8","三同","四連順","順碰交響曲","無",45.00,1125.00,25.00
"3-3-4-5-7-7-7-7","四同","三連順","順碰交響曲","中庸之道",43.00,3096.00,72.00
"3-3-4-5-7-7-7-8","三同","三連順","順碰交響曲","無",44.00,880.00,20.00
"3-3-4-5-7-7-8-8","對子","三連順","三對子","無",45.00,405.00,9.00
"3-3-4-5-7-8-8-8","三同","三連順","順碰交響曲","無",46.00,920.00,20.00
"3-3-4-5-8-8-8-8","四同","三連順","順碰交響曲","無",47.00,1692.00,36.00
"3-3-4-6-6-6-6-6","五同","無","小葫蘆","中庸之道",40.00,1680.00,42.00
"3-3-4-6-6-6-6-7","四同","無","小葫蘆","中庸之道",41.00,1291.50,31.50
"3-3-4-6-6-6-6-8","四同","無","小葫蘆","無",42.00,661.50,15.75
"3-3-4-6-6-6-7-7","三同","無","小葫蘆","中庸之道",42.00,735.00,17.50
"3-3-4-6-6-6-7-8","三同","三連順","小葫蘆","無",43.00,752.50,17.50
"3-3-4-6-6-6-8-8","三同","無","小葫蘆","無",44.00,385.00,8.75
"3-3-4-6-6-7-7-7","三同","無","小葫蘆","中庸之道",43.00,752.50,17.50
"3-3-4-6-6-7-7-8","對子","三連順","三對子","無",44.00,396.00,9.00
"3-3-4-6-6-7-8-8","對子","三連順","三對子","無",45.00,405.00,9.00
"3-3-4-6-6-8-8-8","三同","無","小葫蘆","無",46.00,402.50,8.75
"3-3-4-6-7-7-7-7","四同","無","小葫蘆","中庸之道",44.00,1386.00,31.50
"3-3-4-6-7-7-7-8","三同","三連順","小葫蘆","無",45.00,787.50,17.50
"3-3-4-6-7-7-8-8","對子","三連順","三對子","無",46.00,414.00,9.00
"3-3-4-6-7-8-8-8","三同","三連順","小葫蘆","無",47.00,822.50,17.50
"3-3-4-6-8-8-8-8","四同","無","小葫蘆","無",48.00,756.00,15.75
"3-3-4-7-7-7-7-7","五同","無","小葫蘆","中庸之道",45.00,1890.00,42.00
"3-3-4-7-7-7-7-8","四同","無","小葫蘆","無",46.00,724.50,15.75
"3-3-4-7-7-7-8-8","三同","無","小葫蘆","無",47.00,411.25,8.75
"3-3-4-7-7-8-8-8","三同","無","小葫蘆","無",48.00,420.00,8.75
"3-3-4-7-8-8-8-8","四同","無","小葫蘆","無",49.00,771.75,15.75
"3-3-4-8-8-8-8-8","五同","無","小葫蘆","無",50.00,1050.00,21.00
"3-3-5-5-5-5-5-5","六同","無","豪華四對子","絕對秩序",36.00,51840.00,1440.00
"3-3-5-5-5-5-5-6","五同","無","小葫蘆","中庸之道",37.00,1554.00,42.00
"3-3-5-5-5-5-5-7","五同","無","小葫蘆","絕對秩序",38.00,6384.00,168.00
"3-3-5-5-5-5-5-8","五同","無","小葫蘆","無",39.00,819.00,21.00
"3-3-5-5-5-5-6-6","四同","無","豪華四對子","中庸之道",38.00,5130.00,135.00
"3-3-5-5-5-5-6-7","四同","三連順","順碰交響曲","中庸之道",39.00,2808.00,72.00
"3-3-5-5-5-5-6-8","四同","無","小葫蘆","無",40.00,630.00,15.75
"3-3-5-5-5-5-7-7","四同","無","豪華四對子","絕對秩序",40.00,21600.00,540.00
"3-3-5-5-5-5-7-8","四同","無","小葫蘆","無",41.00,645.75,15.75
"3-3-5-5-5-5-8-8","四同","無","豪華四對子","無",42.00,2835.00,67.50
"3-3-5-5-5-6-6-6","三同","無","碰碰胡","中庸之道",39.00,975.00,25.00
"3-3-5-5-5-6-6-7","三同","三連順","小葫蘆","中庸之道",40.00,1400.00,35.00
"3-3-5-5-5-6-6-8","三同","無","小葫蘆","無",41.00,358.75,8.75
"3-3-5-5-5-6-7-7","三同","三連順","小葫蘆","中庸之道",41.00,1435.00,35.00
"3-3-5-5-5-6-7-8","三同","四連順","順碰交響曲","無",42.00,1050.00,25.00
"3-3-5-5-5-6-8-8","三同","無","小葫蘆","無",43.00,376.25,8.75
"3-3-5-5-5-7-7-7","三同","無","碰碰胡","絕對秩序",42.00,4200.00,100.00
"3-3-5-5-5-7-7-8","三同","無","小葫蘆","無",43.00,376.25,8.75
"3-3-5-5-5-7-8-8","三同","無","小葫蘆","無",44.00,385.00,8.75
"3-3-5-5-5-8-8-8","三同","無","碰碰胡","無",45.00,562.50,12.50
"3-3-5-5-6-6-6-6","四同","無","豪華四對子","中庸之道",40.00,5400.00,135.00
"3-3-5-5-6-6-6-7","三同","三連順","小葫蘆","中庸之道",41.00,1435.00,35.00
"3-3-5-5-6-6-6-8","三同","無","小葫蘆","無",42.00,367.50,8.75
"3-3-5-5-6-6-7-7","對子","雙三連順","經典四對子","中庸之道",42.00,3780.00,90.00
"3-3-5-5-6-6-7-8","對子","四連順","三對子","無",43.00,483.75,11.25
"3-3-5-5-6-6-8-8","對子","無","經典四對子","無",44.00,660.00,15.00
"3-3-5-5-6-7-7-7","三同","三連順","小葫蘆","中庸之道",43.00,1505.00,35.00
"3-3-5-5-6-7-7-8","對子","四連順","三對子","無",44.00,495.00,11.25
"3-3-5-5-6-7-8-8","對子","四連順","三對子","無",45.00,506.25,11.25
"3-3-5-5-6-8-8-8","三同","無","小葫蘆","無",46.00,402.50,8.75
"3-3-5-5-7-7-7-7","四同","無","豪華四對子","絕對秩序",44.00,23760.00,540.00
"3-3-5-5-7-7-7-8","三同","無","小葫蘆","無",45.00,393.75,8.75
"3-3-5-5-7-7-8-8","對子","無","經典四對子","無",46.00,690.00,15.00
"3-3-5-5-7-8-8-8","三同","無","小葫蘆","無",47.00,411.25,8.75
"3-3-5-5-8-8-8-8","四同","無","豪華四對子","無",48.00,3240.00,67.50
"3-3-5-6-6-6-6-6","五同","無","小葫蘆","中庸之道",41.00,1722.00,42.00
"3-3-5-6-6-6-6-7","四同","三連順","順碰交響曲","中庸之道",42.00,3024.00,72.00
"3-3-5-6-6-6-6-8","四同","無","小葫蘆","無",43.00,677.25,15.75
"3-3-5-6-6-6-7-7","三同","三連順","小葫蘆","中庸之道",43.00,1505.00,35.00
"3-3-5-6-6-6-7-8","三同","四連順","小葫蘆","無",44.00,962.50,21.88
"3-3-5-6-6-6-8-8","三同","無","小葫蘆","無",45.00,393.75,8.75
"3-3-5-6-6-7-7-7","三同","三連順","小葫蘆","中庸之道",44.00,1540.00,35.00
"3-3-5-6-6-7-7-8","對子","雙三連順","平胡","無",45.00,1215.00,27.00
"3-3-5-6-6-7-8-8","對子","四連順","三對子","無",46.00,517.50,11.25
"3-3-5-6-6-8-8-8","三同","無","小葫蘆","無",47.00,411.25,8.75
"3-3-5-6-7-7-7-7","四同","三連順","順碰交響曲","中庸之道",45.00,3240.00,72.00
"3-3-5-6-7-7-7-8","三同","四連順","小葫蘆","無",46.00,1006.25,21.88
"3-3-5-6-7-7-8-8","對子","四連順","三對子","無",47.00,528.75,11.25
"3-3-5-6-7-8-8-8","三同","四連順","順碰交響曲","無",48.00,1200.00,25.00
"3-3-5-6-8-8-8-8","四同","無","小葫蘆","無",49.00,771.75,15.75
"3-3-5-7-7-7-7-7","五同","無","小葫蘆","絕對秩序",46.00,7728.00,168.00
"3-3-5-7-7-7-7-8","四同","無","小葫蘆","無",47.00,740.25,15.75
"3-3-5-7-7-7-8-8","三同","無","小葫蘆","無",48.00,420.00,8.75
"3-3-5-7-7-8-8-8","三同","無","小葫蘆","無",49.00,428.75,8.75
"3-3-5-7-8-8-8-8","四同","無","小葫蘆","無",50.00,787.50,15.75
"3-3-5-8-8-8-8-8","五同","無","小葫蘆","無",51.00,1071.00,21.00
"3-3-6-6-6-6-6-6","六同","無","豪華四對子","中庸之道",42.00,15120.00,360.00
"3-3-6-6-6-6-6-7","五同","無","小葫蘆","中庸之道",43.00,1806.00,42.00
"3-3-6-6-6-6-6-8","五同","無","小葫蘆","無",44.00,924.00,21.00
"3-3-6-6-6-6-7-7","四同","無","豪華四對子","中庸之道",44.00,5940.00,135.00
"3-3-6-6-6-6-7-8","四同","三連順","順碰交響曲","無",45.00,1620.00,36.00
"3-3-6-6-6-6-8-8","四同","無","豪華四對子","無",46.00,3105.00,67.50
"3-3-6-6-6-7-7-7","三同","無","碰碰胡","中庸之道",45.00,1125.00,25.00
"3-3-6-6-6-7-7-8","三同","三連順","小葫蘆","無",46.00,805.00,17.50
"3-3-6-6-6-7-8-8","三同","三連順","小葫蘆","無",47.00,822.50,17.50
"3-3-6-6-6-8-8-8","三同","無","碰碰胡","無",48.00,600.00,12.50
"3-3-6-6-7-7-7-7","四同","無","豪華四對子","中庸之道",46.00,6210.00,135.00
"3-3-6-6-7-7-7-8","三同","三連順","小葫蘆","無",47.00,822.50,17.50
"3-3-6-6-7-7-8-8","對子","雙三連順","經典四對子","無",48.00,2160.00,45.00
"3-3-6-6-7-8-8-8","三同","三連順","小葫蘆","無",49.00,857.50,17.50
"3-3-6-6-8-8-8-8","四同","無","豪華四對子","無",50.00,3375.00,67.50
"3-3-6-7-7-7-7-7","五同","無","小葫蘆","中庸之道",47.00,1974.00,42.00
"3-3-6-7-7-7-7-8","四同","三連順","順碰交響曲","無",48.00,1728.00,36.00
"3-3-6-7-7-7-8-8","三同","三連順","小葫蘆","無",49.00,857.50,17.50
"3-3-6-7-7-8-8-8","三同","三連順","小葫蘆","無",50.00,875.00,17.50
"3-3-6-7-8-8-8-8","四同","三連順","順碰交響曲","無",51.00,1836.00,36.00
"3-3-6-8-8-8-8-8","五同","無","小葫蘆","無",52.00,1092.00,21.00
"3-3-7-7-7-7-7-7","六同","無","豪華四對子","絕對秩序",48.00,69120.00,1440.00
"3-3-7-7-7-7-7-8","五同","無","小葫蘆","無",49.00,1029.00,21.00
"3-3-7-7-7-7-8-8","四同","無","豪華四對子","無",50.00,3375.00,67.50
"3-3-7-7-7-8-8-8","三同","無","碰碰胡","無",51.00,637.50,12.50
"3-3-7-7-8-8-8-8","四同","無","豪華四對子","無",52.00,3510.00,67.50
"3-3-7-8-8-8-8-8","五同","無","小葫蘆","無",53.00,1113.00,21.00
"3-3-8-8-8-8-8-8","六同","無","豪華四對子","無",54.00,9720.00,180.00
"3-4-4-4-4-4-4-4","七同","無","中葫蘆","中庸之道",31.00,12400.00,400.00
"3-4-4-4-4-4-4-5","六同","三連順","順碰交響曲","中庸之道",32.00,6144.00,192.00
"3-4-4-4-4-4-4-6","六同","無","雙三同","中庸之道",33.00,2772.00,84.00
"3-4-4-4-4-4-4-7","六同","無","雙三同","中庸之道",34.00,2856.00,84.00
"3-4-4-4-4-4-4-8","六同","無","雙三同","無",35.00,1470.00,42.00
"3-4-4-4-4-4-5-5","五同","三連順","順碰交響曲","中庸之道",33.00,3168.00,96.00
"3-4-4-4-4-4-5-6","五同","四連順","順碰交響曲","中庸之道",34.00,4080.00,120.00
"3-4-4-4-4-4-5-7","五同","三連順","順碰交響曲","中庸之道",35.00,3360.00,96.00
"3-4-4-4-4-4-5-8","五同","三連順","順碰交響曲","無",36.00,1728.00,48.00
"3-4-4-4-4-4-6-6","五同","無","小葫蘆","中庸之道",35.00,1470.00,42.00
"3-4-4-4-4-4-6-7","五同","無","小葫蘆","中庸之道",36.00,1512.00,42.00
"3-4-4-4-4-4-6-8","五同","無","小葫蘆","無",37.00,777.00,21.00
"3-4-4-4-4-4-7-7","五同","無","小葫蘆","中庸之道",37.00,1554.00,42.00
"3-4-4-4-4-4-7-8","五同","無","小葫蘆","無",38.00,798.00,21.00
"3-4-4-4-4-4-8-8","五同","無","小葫蘆","無",39.00,819.00,21.00
"3-4-4-4-4-5-5-5","四同","三連順","中葫蘆","中庸之道",34.00,4896.00,144.00
"3-4-4-4-4-5-5-6","四同","雙三連順","平胡","中庸之道",35.00,5670.00,162.00
"3-4-4-4-4-5-5-7","四同","三連順","順碰交響曲","中庸之道",36.00,2592.00,72.00
"3-4-4-4-4-5-5-8","四同","三連順","順碰交響曲","無",37.00,1332.00,36.00
"3-4-4-4-4-5-6-6","四同","四連順","順碰交響曲","中庸之道",36.00,3240.00,90.00
"3-4-4-4-4-5-6-7","四同","五連順","順碰交響曲","中庸之道",37.00,4662.00,126.00
"3-4-4-4-4-5-6-8","四同","四連順","順碰交響曲","無",38.00,1710.00,45.00
"3-4-4-4-4-5-7-7","四同","三連順","順碰交響曲","中庸之道",38.00,2736.00,72.00
"3-4-4-4-4-5-7-8","四同","三連順","順碰交響曲","無",39.00,1404.00,36.00
"3-4-4-4-4-5-8-8","四同","三連順","順碰交響曲","無",40.00,1440.00,36.00
"3-4-4-4-4-6-6-6","四同","無","中葫蘆","中庸之道",37.00,2664.00,72.00
"3-4-4-4-4-6-6-7","四同","無","小葫蘆","中庸之道",38.00,1197.00,31.50
"3-4-4-4-4-6-6-8","四同","無","小葫蘆","無",39.00,614.25,15.75
"3-4-4-4-4-6-7-7","四同","無","小葫蘆","中庸之道",39.00,1228.50,31.50
"3-4-4-4-4-6-7-8","四同","三連順","順碰交響曲","無",40.00,1440.00,36.00
"3-4-4-4-4-6-8-8","四同","無","小葫蘆","無",41.00,645.75,15.75
"3-4-4-4-4-7-7-7","四同","無","中葫蘆","中庸之道",40.00,2880.00,72.00
"3-4-4-4-4-7-7-8","四同","無","小葫蘆","無",41.00,645.75,15.75
"3-4-4-4-4-7-8-8","四同","無","小葫蘆","無",42.00,661.50,15.75
"3-4-4-4-4-8-8-8","四同","無","中葫蘆","無",43.00,1548.00,36.00
"3-4-4-4-5-5-5-5","四同","三連順","中葫蘆","中庸之道",35.00,5040.00,144.00
"3-4-4-4-5-5-5-6","三同","三龍會","雙三同","中庸之道",36.00,7560.00,210.00
"3-4-4-4-5-5-5-7","三同","三連順","雙三同","中庸之道",37.00,1295.00,35.00
"3-4-4-4-5-5-5-8","三同","三連順","雙三同","無",38.00,665.00,17.50
"3-4-4-4-5-5-6-6","三同","三龍會","小葫蘆","中庸之道",37.00,7770.00,210.00
"3-4-4-4-5-5-6-7","三同","三龍會","平胡","中庸之道",38.00,13680.00,360.00
"3-4-4-4-5-5-6-8","三同","雙三連順","小葫蘆","無",39.00,1023.75,26.25
"3-4-4-4-5-5-7-7","三同","三連順","小葫蘆","中庸之道",39.00,1365.00,35.00
"3-4-4-4-5-5-7-8","三同","三連順","小葫蘆","無",40.00,700.00,17.50
"3-4-4-4-5-5-8-8","三同","三連順","小葫蘆","無",41.00,717.50,17.50
"3-4-4-4-5-6-6-6","三同","四連順","順碰交響曲","中庸之道",38.00,1900.00,50.00
"3-4-4-4-5-6-6-7","三同","五連順","順碰交響曲","中庸之道",39.00,2730.00,70.00
"3-4-4-4-5-6-6-8","三同","四連順","小葫蘆","無",40.00,875.00,21.88
"3-4-4-4-5-6-7-7","三同","五連順","順碰交響曲","中庸之道",40.00,2800.00,70.00
"3-4-4-4-5-6-7-8","三同","六連順","平胡","無",41.00,3690.00,90.00
"3-4-4-4-5-6-8-8","三同","四連順","小葫蘆","無",42.00,918.75,21.88
"3-4-4-4-5-7-7-7","三同","三連順","順碰交響曲","中庸之道",41.00,1640.00,40.00
"3-4-4-4-5-7-7-8","三同","三連順","小葫蘆","無",42.00,735.00,17.50
"3-4-4-4-5-7-8-8","三同","三連順","小葫蘆","無",43.00,752.50,17.50
"3-4-4-4-5-8-8-8","三同","三連順","順碰交響曲","無",44.00,880.00,20.00
"3-4-4-4-6-6-6-6","四同","無","中葫蘆","中庸之道",39.00,2808.00,72.00
"3-4-4-4-6-6-6-7","三同","無","雙三同","中庸之道",40.00,700.00,17.50
"3-4-4-4-6-6-6-8","三同","無","雙三同","無",41.00,358.75,8.75
"3-4-4-4-6-6-7-7","三同","無","小葫蘆","中庸之道",41.00,717.50,17.50
"3-4-4-4-6-6-7-8","三同","三連順","順碰交響曲","無",42.00,840.00,20.00
"3-4-4-4-6-6-8-8","三同","無","小葫蘆","無",43.00,376.25,8.75
"3-4-4-4-6-7-7-7","三同","無","雙三同","中庸之道",42.00,735.00,17.50
"3-4-4-4-6-7-7-8","三同","三連順","順碰交響曲","無",43.00,860.00,20.00
"3-4-4-4-6-7-8-8","三同","三連順","順碰交響曲","無",44.00,880.00,20.00
"3-4-4-4-6-8-8-8","三同","無","雙三同","無",45.00,393.75,8.75
"3-4-4-4-7-7-7-7","四同","無","中葫蘆","中庸之道",43.00,3096.00,72.00
"3-4-4-4-7-7-7-8","三同","無","雙三同","無",44.00,385.00,8.75
"3-4-4-4-7-7-8-8","三同","無","小葫蘆","無",45.00,393.75,8.75
"3-4-4-4-7-8-8-8","三同","無","雙三同","無",46.00,402.50,8.75
"3-4-4-4-8-8-8-8","四同","無","中葫蘆","無",47.00,1692.00,36.00
"3-4-4-5-5-5-5-5","五同","三連順","順碰交響曲","中庸之道",36.00,3456.00,96.00
"3-4-4-5-5-5-5-6","四同","雙三連順","平胡","中庸之道",37.00,5994.00,162.00
"3-4-4-5-5-5-5-7","四同","三連順","順碰交響曲","中庸之道",38.00,2736.00,72.00
"3-4-4-5-5-5-5-8","四同","三連順","順碰交響曲","無",39.00,1404.00,36.00
"3-4-4-5-5-5-6-6","三同","三龍會","小葫蘆","中庸之道",38.00,7980.00,210.00
"3-4-4-5-5-5-6-7","三同","三龍會","小葫蘆","中庸之道",39.00,8190.00,210.00
"3-4-4-5-5-5-6-8","三同","雙三連順","小葫蘆","無",40.00,1050.00,26.25
"3-4-4-5-5-5-7-7","三同","三連順","小葫蘆","中庸之道",40.00,1400.00,35.00
"3-4-4-5-5-5-7-8","三同","三連順","小葫蘆","無",41.00,717.50,17.50
"3-4-4-5-5-5-8-8","三同","三連順","小葫蘆","無",42.00,735.00,17.50
"3-4-4-5-5-6-6-6","三同","雙三連順","平胡","中庸之道",39.00,3510.00,90.00
"3-4-4-5-5-6-6-7","對子","三龍會","三對子","中庸之道",40.00,4320.00,108.00
"3-4-4-5-5-6-6-8","對子","雙三連順","三對子","無",41.00,553.50,13.50
"3-4-4-5-5-6-7-7","對子","五連順","平胡","中庸之道",41.00,2583.00,63.00
"3-4-4-5-5-6-7-8","對子","三龍會","雙對子","無",42.00,1512.00,36.00
"3-4-4-5-5-6-8-8","對子","雙三連順","平胡","無",43.00,1161.00,27.00
"3-4-4-5-5-7-7-7","三同","三連順","順碰交響曲","中庸之道",42.00,1680.00,40.00
"3-4-4-5-5-7-7-8","對子","三連順","三對子","無",43.00,387.00,9.00
"3-4-4-5-5-7-8-8","對子","三連順","三對子","無",44.00,396.00,9.00
"3-4-4-5-5-8-8-8","三同","三連順","順碰交響曲","無",45.00,900.00,20.00
"3-4-4-5-6-6-6-6","四同","四連順","順碰交響曲","中庸之道",40.00,3600.00,90.00
"3-4-4-5-6-6-6-7","三同","五連順","順碰交響曲","中庸之道",41.00,2870.00,70.00
"3-4-4-5-6-6-6-8","三同","四連順","順碰交響曲","無",42.00,1050.00,25.00
"3-4-4-5-6-6-7-7","對子","三龍會","三對子","中庸之道",42.00,4536.00,108.00
"3-4-4-5-6-6-7-8","對子","三龍會","雙對子","無",43.00,1548.00,36.00
"3-4-4-5-6-6-8-8","對子","四連順","三對子","無",44.00,495.00,11.25
"3-4-4-5-6-7-7-7","三同","五連順","順碰交響曲","中庸之道",43.00,3010.00,70.00
"3-4-4-5-6-7-7-8","對子","三龍會","雙對子","無",44.00,1584.00,36.00
"3-4-4-5-6-7-8-8","對子","六連順","雙對子","無",45.00,810.00,18.00
"3-4-4-5-6-8-8-8","三同","四連順","順碰交響曲","無",46.00,1150.00,25.00
"3-4-4-5-7-7-7-7","四同","三連順","順碰交響曲","中庸之道",44.00,3168.00,72.00
"3-4-4-5-7-7-7-8","三同","三連順","順碰交響曲","無",45.00,900.00,20.00
"3-4-4-5-7-7-8-8","對子","三連順","三對子","無",46.00,414.00,9.00
"3-4-4-5-7-8-8-8","三同","三連順","順碰交響曲","無",47.00,940.00,20.00
"3-4-4-5-8-8-8-8","四同","三連順","順碰交響曲","無",48.00,1728.00,36.00
"3-4-4-6-6-6-6-6","五同","無","小葫蘆","中庸之道",41.00,1722.00,42.00
"3-4-4-6-6-6-6-7","四同","無","小葫蘆","中庸之道",42.00,1323.00,31.50
"3-4-4-6-6-6-6-8","四同","無","小葫蘆","無",43.00,677.25,15.75
"3-4-4-6-6-6-7-7","三同","無","小葫蘆","中庸之道",43.00,752.50,17.50
"3-4-4-6-6-6-7-8","三同","三連順","小葫蘆","無",44.00,770.00,17.50
"3-4-4-6-6-6-8-8","三同","無","小葫蘆","無",45.00,393.75,8.75
"3-4-4-6-6-7-7-7","三同","無","小葫蘆","中庸之道",44.00,770.00,17.50
"3-4-4-6-6-7-7-8","對子","三連順","三對子","無",45.00,405.00,9.00
"3-4-4-6-6-7-8-8","對子","三連順","三對子","無",46.00,414.00,9.00
"3-4-4-6-6-8-8-8","三同","無","小葫蘆","無",47.00,411.25,8.75
"3-4-4-6-7-7-7-7","四同","無","小葫蘆","中庸之道",45.00,1417.50,31.50
"3-4-4-6-7-7-7-8","三同","三連順","小葫蘆","無",46.00,805.00,17.50
"3-4-4-6-7-7-8-8","對子","三連順","三對子","無",47.00,423.00,9.00
"3-4-4-6-7-8-8-8","三同","三連順","小葫蘆","無",48.00,840.00,17.50
"3-4-4-6-8-8-8-8","四同","無","小葫蘆","無",49.00,771.75,15.75
"3-4-4-7-7-7-7-7","五同","無","小葫蘆","中庸之道",46.00,1932.00,42.00
"3-4-4-7-7-7-7-8","四同","無","小葫蘆","無",47.00,740.25,15.75
"3-4-4-7-7-7-8-8","三同","無","小葫蘆","無",48.00,420.00,8.75
"3-4-4-7-7-8-8-8","三同","無","小葫蘆","無",49.00,428.75,8.75
"3-4-4-7-8-8-8-8","四同","無","小葫蘆","無",50.00,787.50,15.75
"3-4-4-8-8-8-8-8","五同","無","小葫蘆","無",51.00,1071.00,21.00
"3-4-5-5-5-5-5-5","六同","三連順","順碰交響曲","中庸之道",37.00,7104.00,192.00
"3-4-5-5-5-5-5-6","五同","四連順","順碰交響曲","中庸之道",38.00,4560.00,120.00
"3-4-5-5-5-5-5-7","五同","三連順","順碰交響曲","中庸之道",39.00,3744.00,96.00
"3-4-5-5-5-5-5-8","五同","三連順","順碰交響曲","無",40.00,1920.00,48.00
"3-4-5-5-5-5-6-6","四同","四連順","順碰交響曲","中庸之道",39.00,3510.00,90.00
"3-4-5-5-5-5-6-7","四同","五連順","平胡","中庸之道",40.00,7560.00,189.00
"3-4-5-5-5-5-6-8","四同","四連順","順碰交響曲","無",41.00,1845.00,45.00
"3-4-5-5-5-5-7-7","四同","三連順","順碰交響曲","中庸之道",41.00,2952.00,72.00
"3-4-5-5-5-5-7-8","四同","三連順","順碰交響曲","無",42.00,1512.00,36.00
"3-4-5-5-5-5-8-8","四同","三連順","順碰交響曲","無",43.00,1548.00,36.00
"3-4-5-5-5-6-6-6","三同","三龍會","順碰交響曲","中庸之道",40.00,9600.00,240.00
"3-4-5-5-5-6-6-7","三同","三龍會","小葫蘆","中庸之道",41.00,8610.00,210.00
"3-4-5-5-5-6-6-8","三同","四連順","小葫蘆","無",42.00,918.75,21.88
